;Titulo;Corpo;Link
114;Ibovespa continua sem força e gira menos de R$ 1,3 bilhão;"23/12/2010 13h43- Atualizado em23/12/2010 13h43 Do Valor OnLine O baixo volume financeiro deste pregão, que não chega a R$ 1,3 bilhão, é acompanhado de pouca movimentação do principal índice da Bolsa de Valores de São Paulo (Bovespa), na véspera do feriado de Natal. O Ibovespa conseguiu reduzir uma parte das perdas, mas segue sem força para avançar. Por volta das 13h20, o índice, que já marcou 68.249 pontos na mínima da sessão, recuava 0,07%, aos 68.421 pontos, com giro financeiro de R$ 1,245 bilhão. Em Wall Street, as bolsas operavam de lado. Há pouco, o índice Dow Jones tinha valorização de 0,07%, enquanto o S&P 500 caía 0,16% e o Nasdaq recuava 0,23%. O mercado americano encerra as operações desta sessão mais cedo, antes das 17h. Apesar do giro fraco dos negócios, os investidores contam com uma série de indicadores divulgados nos Estados Unidos. O Departamento do Trabalho, por exemplo, mostrou que os novos pedidos de seguro-desemprego no país somaram 420 mil na semana terminada no dia 18 deste mês, o que representou uma queda de 3 mil em relação à leitura antecedente, de 423 mil. Os dados vieram em linha com as expectativas. O Departamento do Comércio americano divulgou, por sua vez, que as novas encomendas de bens duráveis no país diminuíram em 1,3% em novembro, acima do estimado por analistas, depois de um recuo de 3,1% apurado no mês de outubro. O assessor de investimentos da corretora Souza Barros Luiz Roberto Monteiro assinala, entretanto, que o mercado está praticamente parado hoje e que os investidores analisam mais as notícias corportivas do que os indicadores econômicos divulgados. ""A tendência para a próxima semana é a Bolsa perder ainda mais a liquidez"", comentou. O setor aéreo está no foco dos operadores nesta quinta-feira. Após o Tribunal Superior do Trabalho (TST) determinar na noite desta quarta-feira (22) que o setor aéreo mantenha ao menos 80% de seu efetivo em atividade até o dia 2 de janeiro, a Federação Nacional dos Trabalhadores em Aviação Civil (Fentac) e os sindicatos de aeronautas e aeroviários decidiram suspender a greve que estava prevista para começar nesta quinta-feira. As aéreas reagiam à decisão com valorização. Os papéis GOL PN subiam, há pouco, 2,73%, a R$ 25,18, enquanto as ações TAM PN avançavam 1,67%, a R$ 41,16. Ainda entre as principais altas do Ibovespa estavam os papéis Marfrig ON (2,06%, a R$ 14,84) e Cesp PNB (1,88%, a R$ 27,00). No sentido oposto, destaque negativo para Brookfield ON (-1,11%, a R$ 7,95), Vivo PN (-1,54%, a R$ 52,87) e Klabin PN (-1,71%, a R$ 5,74). Entre as chamadas ""blue chips"", Petrobras PN subia 0,07%, a R$ 25,74, com giro de R$ 121,3 milhões, enquanto Vale PNA cedia 0,21%, a R$ 50,14, com volume financeiro de R$ 99,5 milhões. Fora do Ibovespa, mas com o segundo maior giro do dia, os recibos de ações da Laep disparavam 10,84%, a R$ 0,92, e movimentavam R$ 105,1 milhões. A Monticiano, empresa de lácteos da GP Investimentos, e o laticínio gaúcho Bom Gosto formalizaram um acordo para criar a Lácteos Brasil S/A (LBR). O BNDES Participações (BNDESPar), acionista da Bom Gosto, fará um aporte de R$ 700 milhões na LBR, sendo R$ 450 milhões em aumento de capital e R$ 250 milhões via subscrição de debêntures conversíveis a serem emitidas pela LBR. Ao mesmo tempo, as ações da Bom Gosto serão incorporadas pela nova empresa. Com a operação, o Monticiano terá uma fatia de 40,55% da nova empresa, enquanto o BNDESPar ficará com 30,28% e o Bom Gosto, com 26,3%. As conversas entre a Bom Gosto e a Monticiano começaram no fim do primeiro semestre. Em março, a Monticiano já havia formado consórcio com a Laep, dona da Parmalat, que estava em dificuldades financeiras. Nesse consórcio, a Laep aportou fábricas e marcas das empresas Glória e Ibituruna e recebeu ações ordinárias da Monticiano. Ibovespa recuou 1,52%, aos 41.773 pontos.
Vale e Petrobras tiveram forte queda com baixos preços de commodities. Ibovespa registrou alta de 0,66%, aos 42.419 pontos.
Nos dois primeiros pregões do ano, a Bovespa acumulou queda de 2,15%. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=economia&p=116&r=1737944098155&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fmercados%2Fnoticia%2F2010%2F12%2Fibovespa-continua-sem-forca-e-gira-menos-de-r-13-bilhao.html&syn=False&key=b9fc4892a2afff1f19d57babff521665
115;BC: juro do crédito pessoal sobe para 43,2% ao ano;"23/12/2010 13h44- Atualizado em23/12/2010 13h44 Agencia Estado Dados apresentados hoje pelo chefe do Departamento Econômico do Banco Central, Altamir Lopes, mostram que o crédito pessoal parece ser o empréstimo que mais sentiu as medidas anunciadas no início do mês. Na média, até o dia 9 de dezembro, o juro desses empréstimos subiu 1,2 ponto porcentual na comparação com novembro, para 43,2% ao ano. Boa parte do encarecimento dessa linha de crédito é explicada pelo aumento da margem cobrada pelos bancos na operação, o chamado spread bancário - diferença entre a taxa de captação paga pelo banco e o juro cobrado pela instituição nos empréstimos. Nos 9 primeiros dias deste mês, o spread dessa operação subiu 0,8 ponto, para 30,9 pontos. ""Esse pode ser um início de efeito (das medidas)"", afirma Altamir. Apesar disso, ele faz ressalva que o número reflete o movimento de poucos dias. ""Por isso, ainda é muito pouco para se tirar conclusões."" No caso do financiamento de veículos, Altamir acredita que o reflexo vai demorar um pouco mais para ser observado. Por enquanto, o juro médio subiu 0,2 ponto porcentual na comparação com novembro, para 23% ao ano. O aumento reflete apenas a elevação do custo de captação dos bancos, já que o spread dessa linha de crédito seguiu estável. No cheque especial, a trajetória da taxa foi exatamente o contrário. Nos 9 primeiros dias de dezembro, o juro médio cobrado caiu 4,6 pontos porcentuais, para 164,7% ao ano. A redução é explicada por Altamir pelo recebimento do 13º salário pelos trabalhadores, o que permite a muitos clientes quitar dívidas nessa operação - o que reduz a demanda pelo crédito e diminui o juro médio praticado pelos bancos. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=economia&p=117&r=1737944098156&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Fbc-juro-do-credito-pessoal-sobe-para-432-ao-ano.html&syn=False&key=55353dc3c693c2c35cf5c9575e124f8e
116;Maioria das bolsas asiáticas fecha em baixa, em jornada sem Tóquio;23/12/2010 09h10- Atualizado em23/12/2010 09h10 Valor OnLine SÃO PAULO - Os investidores e operadores nos mercados acionários da Ásia avaliaram nesta jornada a atividade de fusões e aquisições e as perspectivas para as economias da região. A praça japonesa não operou nesta jornada por causa de feriado. Entre os assuntos corporativos em observação, apareceu o caso Rio Tinto-Riversdale. A mineradora anglo-australiana ofereceu 16 dólares australianos por ação da Riversdale, com a proposta total estimada em 3,9 bilhões de dólares australianos. Em Hong Kong, o Hang Seng caiu 0,62%, para 22.902,97 pontos. O Kospi, de Seul, recuou 0,03%, encerrando os 2.037,53 pontos. Na bolsa de Xangai, o Shanghai Composite declinou 0,79%, em 2.855,22 pontos. Na contramão, o S&P/ASX 200, de Sydney, teve alta de 0,43%, alcançando 4.799,02 pontos. (Juliana Cardoso | Valor, com agências internacionais) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=118&r=1737944098157&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Fmaioria-das-bolsas-asiaticas-fecha-em-baixa-em-jornada-sem-toquio.html&syn=False&key=8c10473ef9960fe76d409f7ea5fc3966
117;Dólar abre com leve valorização;"23/12/2010 09h30- Atualizado em23/12/2010 09h31 Do G1, em São Paulo O dólar comercial opera com ligeira alta na manhã desta quinta-feira (23). Às 9h16, a moeda estava a R$ 1,696 na compra e a R$ 1,698 na venda, valorização de 0,11%. Na quarta-feira (22), a moeda norte-americana fechou em queda ante o real pelo terceiro dia consecutivo, após mostrar volatilidade ao longo do pregão que teve a ausência da atuação do Banco Central no mercado à vista. Em meio a um fraco volume de negócios, a moeda norte-americana recuou 0,12%, a R$ 1,696 na venda, ampliando a desvalorização desde sexta-feira a 1,11%. Preocupações com a Coreia do Norte também influenciaram o mercado.
Dow Jones caiu 1,47%, S&P 500 perdeu 1,31%, Nasdaq recuou 1,14%. Ibovespa recuou 1,52%, aos 41.773 pontos.
Vale e Petrobras tiveram forte queda com baixos preços de commodities. A moeda subiu 0,7% em relação ao real, vendida a R$ 4,0214.
Nas três primeiras sessões de 2016, a moeda acumulou alta de 1,86%. ";https://g1.globo.com/busca/click?q=economia&p=119&r=1737944098158&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fmercados%2Fnoticia%2F2010%2F12%2Fdolar-abre-com-leve-valorizacao.html&syn=False&key=514d2181eb5bbec344a52e0d8faa0132
118;Alimento não é vilão da inflação, afirma ministro;"23/12/2010 10h10- Atualizado em23/12/2010 10h10 Agencia Estado Brasília, 23 - O ministro da Agricultura, Wagner Rossi, rechaça a análise de que os alimentos são vilões da inflação. Ainda que admita que as commodities agrícolas estejam em alta, ele preparou estudo para provar que os alimentos mais beneficiaram do que prejudicaram a evolução de preços ao longo dos anos. ""A avaliação é a de que os preços agrícolas deram grande contribuição para o controle da inflação no País."" Confrontado com declarações do ministro da Fazenda, Guido Mantega, que atribui a alta dos preços às commodities, Rossi reage: ""Não concordo. Precisamos conter o ímpeto de atribuir à agricultura uma conta que não é dela"". Ontem, o Banco Central também alertou para a disparada das commodities e seu impacto sobre a inflação. Rossi admite que alguns preços agrícolas estão em alta, como a carne, mas atribui o movimento ao clima, que retardou a estação das chuvas e prejudicou os pastos, e à falta de crédito específico para o setor. Sem caixa, pecuaristas se desfizeram de matrizes no período da crise para ""fazer dinheiro"". Para o ministro, o consumidor paga o preço disso agora. ""O boi de pasto entrou menos no mercado, mas voltará a se regularizar"", prevê. ""O setor de carnes, no entanto, já foi punido severamente no passado por conta dos preços baixos"". Outro item citado por Rossi foi o feijão, cujo preço assustou consumidores em todo o País. ""O pessoal está falando da inflação e cita o feijão, que teve problema dois meses atrás"". Gangorra O secretário de Política Agrícola do Ministério, Edilson Guimarães, mostra como o preço pago ao produtor é volátil. O feijão está 30% mais barato do que há uma semana e 40% inferior ao negociado há um mês. O grão, porém, está 61,5% mais caro que há um ano e 4,5% mais barato que há dois anos. ""Isso mostra que o preço está caindo"", diz o secretário. Ele e o ministro pregam que a análise da inflação agrícola seja feita em perspectiva de longo prazo e não em épocas específicas, pois se trata de atividade sujeita a fatores exógenos que influenciam os números pontualmente. No governo Lula, mostra o levantamento, apenas em 2007 e 2008 a inflação dos alimentos e bebidas foi superior ao IPCA. O mesmo deve ocorrer este ano. ""Temos picos de preços nessa atividade e nesses anos vimos o crescimento da demanda no mundo todo"". Rossi rebaterá os que acusam a agricultura de ser a vilã da inflação com números do próprio IBGE: o IPCA acumulado desde o Plano Real (julho de 1994) foi de 270,5%, enquanto o índice do setor de alimentos no mesmo período subiu menos, 228,2%. ""O controle da inflação nos últimos anos foi feito pela âncora verde. Fomos a âncora da inflação."" A presidente da Confederação da Agricultura e Pecuária do Brasil, Kátia Abreu, engrossa a defesa. Segundo ela, há 40 anos o brasileiro gastava metade da renda com comida e hoje essa fatia não passa de 18%. ""A agricultura ajudou a aumentar o poder de compra da população, pois sobra mais dinheiro para as pessoas gastarem com outras coisas."" Para o economista da LCA Consultores, Francisco Pessoa, o ministro tem razão ao buscar avaliação mais de longo prazo no caso da inflação dos alimentos, em função da atividade do setor ser cíclica. ""Assim, há momentos que a agricultura contribui para uma inflação mais baixa e outros em que prejudica"". Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=economia&p=120&r=1737944098159&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fagronegocios%2Fnoticia%2F2010%2F12%2Falimento-nao-e-vilao-da-inflacao-afirma-ministro.html&syn=False&key=22f5d79a812f9ba9d41c0176c304f232
119;Estoque de crédito no Brasil cresce 2% em novembro;23/12/2010 10h50- Atualizado em23/12/2010 10h50 Reuters BRASÍLIA, 23 de dezembro (Reuters) - O crédito total disponibilizado pelo sistema financeiro no Brasil, incluindo recursos livres e direcionados, subiu 2 por cento em novembro, chegando a 1,678 trilhão de reais, o equivalente a 46,3 por cento do Produto Interno Bruto (PIB). A alta refletiu uma demanda maior das empresas por capital de giro, em meio à formação de estoques para as vendas de final de ano, e também evidenciou o dinamismo dos empréstimos destinados ao consumo, afirmou o Banco Central nesta quinta-feira. A autoridade monetária informou, ainda, que a inadimplência manteve-se em 4,7 por cento no mês passado. A taxa de juros média cobrada pelas instituições financeiras caiu 0,6 ponto, a 34,8 por cento em novembro frente a outubro. No período, o spread, que mede a diferença entre o custo de captação dos bancos e as taxas cobradas dos clientes caiu 0,8 por cento, a 23,6 pontos percentuais. (Reportagem de Isabel Versiani) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=121&r=1737944103409&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Festoque-de-credito-no-brasil-cresce-2-em-novembro-1.html&syn=False&key=ae14e755bdf6736fa68517c0752a5009
120;BC: juro médio do crédito cai a 34,8% em novembro;23/12/2010 11h06- Atualizado em23/12/2010 11h06 Agencia Estado O juro médio das operações de crédito livre caiu para 34,8% ao ano em novembro. Dados divulgados hoje pelo Banco Central mostram que o juro voltou a ceder após a ligeira alta observada em outubro, quando o juro fechou em 35,4% ao ano. O recuo foi liderado pelas operações para pessoas físicas, cujo juro médio caiu de 40,4% para 39,1% entre os dois meses. Nas operações para empresas, a taxa caiu de 28,7% para 28,6% ao ano. Boa parte da queda dos juros pode ser explicada pela redução dos spreads bancários - que é a diferença entre a taxa de captação paga pelos bancos e o juro cobrado dos tomadores. O spread médio caiu de 24,4 pontos em outubro para 23,6 pontos porcentuais em novembro. Novamente, o maior recuo acontece na pessoa física, cujo spread recuou de 29 pontos para 27,3 pontos porcentuais. Nas operações para empresas, a margem recuou de 18,1 pontos para 17,9 pontos entre os dois meses. Inadimplência A taxa de inadimplência no crédito livre ficou estável pelo terceiro mês consecutivo em novembro. Os dados do BC mostram que o porcentual dos empréstimos com atraso superior a 90 dias no pagamento seguiu em 4,7% no mês passado, mesmo patamar visto desde setembro. O comportamento nas diversas operações, porém, foi distinto. No conjunto de financiamentos para pessoas físicas, a inadimplência média caiu de 6% para 5,9% entre outubro e novembro. Já nas operações para empresas, a taxa subiu de 3,5% para 3,6% no mesmo período. Apesar das oscilações, no conjunto de todos os empréstimos, a taxa geral não teve alteração. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=122&r=1737944103411&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Fbc-juro-medio-do-credito-cai-a-348-em-novembro.html&syn=False&key=d15b7bd78a0a0974ec5aa23b4b73bf95
121;Fusões no Brasil batem recorde em 2010, diz pesquisa;"22/12/2010 14h06- Atualizado em22/12/2010 14h06 Reuters SÃO PAULO, 22 de dezembro (Reuters) - As operações de fusões e aquisições envolvendo empresas brasileiras já bateram novo recorde em 2010, mesmo antes do ano acabar, de acordo com uma pesquisa da KPMG. De acordo com o levantamento, no acumulado do ano até o dia 20 deste mês, foram contabilizadas 707 operações, ante o recorde anterior de 699 negócios, verificado em 2007. Em 2009, foram registradas 454 transações. 'O fator decisivo para a quebra desse recorde foi o apetite das empresas estrangeiras por aquisições no Brasil. Em relação ao ano passado, até o momento, houve um aumento de 87 por cento nessas transações, enquanto as aquisições lideradas por empresas brasileiras cresceram 46 por cento no mesmo período', disse Luis Motta, sócio responsável pela pesquisa de fusões e aquisições da KPMG no Brasil. Segundo a consultoria, no acumulado de 2010, as transações lideradas por brasileiras representaram 60 por cento do total, sendo 323 domésticas. Considerando o país de origem das empresas estrangeiras que adquiriram operações brasileiras no período, o destaque foi para as empresas norte-americanas (com 113 transações), seguido por França (com 22 transações) e China (com 21 transações). Na análise setorial acumulada do ano, destacaram-se os segmentos de tecnologia da informação; alimentos, bebidas e fumo; imobiliário; energia e óleo e gás, com 85, 41, 38, 35 e 33 acordos, respectivamente. (Por Aluisio Alves) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=economia&p=123&r=1737944103412&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Ffusoes-no-brasil-batem-recorde-em-2010-diz-pesquisa-1.html&syn=False&key=d451e35db7bd1f23861bed398e26c2e2
122;Veneza quer cobrar um euro por dia dos turistas;"22/12/2010 14h20- Atualizado em22/12/2010 14h20 France Presse ROMA, 22 dez 2010 (AFP) -Veneza quer introduzir um imposto especial de um euro ao dia para todos os turistas que visitam a cidade, com o objetivo de sustentar suas escassas finanças, declarou nesta quarta-feira o prefeito, Giorgio Orsoni. ""Acredito que chegou o momento de Veneza tomar decisões desse tipo"", escreveu o prefeito em um comunicado. ""Aprovo a sugestão do chefe de governo (Silvio Berlusconi) sobre a possibilidade de os turistas virem a pagar entrada para visitar Veneza"", acrescentou o prefeito, eleito pelo Partido Democrático (PD, esquerda). Durante um programa de televisão, Berlusconi considerou ""lógico"" que cidades altamente turísticas como Florença e Veneza introduzam um imposto. Entre as cidades mais visitadas da Itália e do mundo, o número de turistas que viajam a Veneza cresceu de forma notável nos últimos anos, e, segundo as autoridades, soma 20 milhões ao ano. bur-kv/ma Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ";https://g1.globo.com/busca/click?q=economia&p=124&r=1737944103414&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Fveneza-quer-cobrar-um-euro-por-dia-dos-turistas.html&syn=False&key=9c6c1d102fbb92d0676fbc2da76eb088
123;Consumo de energia no País cresce 4% em novembro;22/12/2010 14h26- Atualizado em22/12/2010 14h26 Agencia Estado O consumo nacional de energia elétrica atingiu a marca de 35,3 mil gigawatts-hora (GWh) em novembro, alta de 4% com relação ao mesmo período do ano anterior. A informação consta da Resenha Mensal de Energia Elétrica, divulgada hoje pela Empresa de Pesquisa Energética (EPE). No acumulado de janeiro a novembro deste ano, o consumo de energia cresceu 8,1%. Segundo a EPE, a maior alta em novembro foi registrada pela classe industrial, com aumento de 6,2% na comparação com novembro de 2009. Os técnicos da EPE, porém, dizem que a taxa sofreu influência da baixa base de comparação no ano passado, o último mês com taxa negativa de crescimento do consumo industrial. Já as classes comercial e residencial apresentaram crescimentos menores, por conta das temperaturas mais amenas no País, em comparação com o quente mês de novembro de 2009. O segmento residencial registrou alta de 3,9% no mês passado. No Rio de Janeiro, que sofreu muito com o calor no ano passado, o consumo de energia pelas residências caiu 7,2%. No caso do segmento comercial, o consumo de energia cresceu apenas 1%, em média, no País. Também nesse caso, houve forte queda no Rio de Janeiro, de 6,8%. A resenha da EPE destaca o crescimento do consumo residencial da região Nordeste, que apresenta alta acumulada de 12,3% entre janeiro e novembro. Segundo o documento, uma das razões é a migração de consumidores contemplados pelo programa Luz para Todos para faixas mais altas de consumo. Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=125&r=1737944103415&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Fconsumo-de-energia-no-pais-cresce-4-em-novembro.html&syn=False&key=cfe540f77038d6fa21d8bc4de3ed61ea
124;Consumo de energia cresce 4% em novembro, diz EPE;22/12/2010 14h58- Atualizado em22/12/2010 14h58 Valor OnLine RIO - O consumo nacional de energia elétrica cresceu 4% em novembro, na comparação com equivalente mês do ano passado, para 35.378 gigawatts por hora. No acumulado do ano, a alta é de 8,1%. De acordo com a Empresa de Pesquisa Energética (EPE), o setor que mais avançou foi a indústria, com 6,2% ante novembro de 2009 - que foi o último mês em que o consumo do setor registrou variação negativa, de 2,2%, em decorrência da crise econômica mundial. O consumo residencial totalizou 8.971 GWh em novembro de 2010, o que representa um aumento de 3,9% frente a igual período de 2009. Também em novembro, o setor de comércio e serviços registrou consumo de 5.823 GWh, com uma expansão de 1% em relação ao ano passado. Segundo comunicado divulgado pela EPE, as taxas mensais de julho a novembro deste ano, apesar de elevadas, já apresentam valores inferiores quando comparadas aos verificados ao longo dos meses do primeiro semestre de 2010. 'Estes resultados estão, em parte, associados ao fenômeno atmosférico-oceânico La Niña, que acarreta temperaturas mais amenas e, consequentemente, um menor consumo de energia elétrica', de acordo com o comunicado. Isso tem sido observado principalmente nas regiões Sul (1,8%) e Sudeste (3,4%) em novembro, com destaque para o Rio de Janeiro, que registrou queda de 7,2%, decorrência da diferença de menos quatro graus na temperatura média, em relação a novembro de 2009. Entre as regiões brasileiras, o maior avanço no consumo de energia elétrica foi registrado pelo Nordeste, com alta de 7,4%, seguido pelo Norte, com 5,6%, e pelo Centro-Oeste, com 4,8%. (Juliana Ennes | Valor) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=126&r=1737944103417&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Fconsumo-de-energia-cresce-4-em-novembro-diz-epe.html&syn=False&key=3839f84c0cd0c031324163cd30d938bb
125;Taxa de desemprego cai para 10,6% em novembro, aponta Dieese;22/12/2010 15h18- Atualizado em22/12/2010 15h18 Valor OnLine SÃO PAULO - A taxa de desemprego das sete regiões metropolitanas avaliadas pela Fundação Seade e pelo Departamento Intersindical de Estatística e Estudos Socioeconômicos (Dieese) registrou leve recuo em novembro, ao passar de 10,8% em outubro para 10,6% no mês passado. Em novembro de 2009, a taxa de desemprego era de 12,9%. O contingente de desempregados foi estimado em 2,355 milhões de pessoas no mês passado, 45 mil a menos do que em outubro. Em novembro do ano passado, 2,839 milhões de trabalhadores encontravam-se sem emprego. Foi verificado recuo no desemprego em cinco das sete regiões analisadas, com maior intensidade em Porto Alegre e Recife. Em São Paulo, a taxa de desemprego baixou de 10,9% em outubro para 10,7% em novembro. A taxa de ocupação, por sua vez, teve ligeira elevação de 0,1% perante outubro. Foram criadas 12 mil vagas e 32 mil pessoas saíram do mercado de trabalho. O total de ocupados nas sete regiões foi estimado em 19,826 milhões de pessoas. Renda Em outubro, os rendimentos médios reais dos ocupados cresceram 2%, e os dos assalariados, 1,4%, para R$ 1.382 e R$ 1.428, respectivamente (Francine De Lorenzo | Valor) Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=127&r=1737944103419&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Ftaxa-de-desemprego-cai-para-106-em-novembro-aponta-dieese.html&syn=False&key=365fc740d045b45248facee12b314e50
126;Rio Tinto quer comprar Riversdale por US$ 3,9 bilhões;23/12/2010 08h04- Atualizado em23/12/2010 08h04 France Presse SYDNEY, 23 dez 2010 (AFP) -A gigante anglo-australiana Rio Tinto fez nesta quinta-feira uma oferta de compra sobre o grupo de mineração australiano Riversdale por 3,9 bilhões de dólares. A Riversdale, que tem minas de carvão coque em Moçambique e na África do Sul, já havia informado no início de dezembro que estava em negociações com a Rio Tinto. O carvão coque é usado em particular na siderurgia para processar o minério de ferro, que depois é transformado em aço. Se a operação for concretizada, esta será a primeira aquisição da Rio Tinto desde o abandono, em outubro, dos planos de fusão com a grande rival BHP-Billiton. ajc/fp Magazine Luiza Philips 5100 Series LED 43 pol... 10 x R$149,90 Magazine Luiza Microondas Midea Desea MYAG3 10 x R$164,99 Fnac.com Microsoft Xbox One X 10 x R$349,90 Magazine Luiza Acer Aspire VX5-591G-54PG Note... 10 x R$399,90 Fnac.com Tectoy Master System Evolution 5 x R$43,80 ;https://g1.globo.com/busca/click?q=economia&p=128&r=1737944103420&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fnoticia%2F2010%2F12%2Frio-tinto-quer-comprar-riversdale-por-us-39-bilhoes.html&syn=False&key=48e2fd2247c8e4f62221fbb7a308e715
